9,312464241
-13,198628854
11,316387548
2,259988782
6,397308282
4,438535210
-4,197877929
-9,244391764
-17,258424382
-6,238789838
4,289993058
17,267344324
1,183243818
2,320415403
11,255469635
-8,256489635
-3,222379012
0,233791752
19,276895900
10,391662910
11,283826749
20,349705904
-8,268569072
-4,237017846
28,313146128
18,324103071
19,326854020
-7,239897066
17,421434923
-13,150973737
-13,165327423
27,388899193
-5,238609560
-6,213436545
-13,321211774
1,231237385
-6,225043755
5,309283483
11,264909787
6,335766361
10,253254430
24,400633971
23,335864740
-8,231700950
14,330821745
8,324725713
19,352683002
34,362275867
8,183888541
11,220674762
-3,168120416
16,262901121
6,208716667
-22,389856114
-2,147153070
2,314926767
9,258307452
0,318973534
-3,281973589
-8,173190791
-12,282543548
-10,200170678
2,314414646
-2,206031756
-8,170210271
31,321898487
3,357716958
-1,319636083
4,291433237
16,202512451
8,338338752
-3,207299684
15,345498404
1,237286080
-10,229058741
-24,180511527
-19,234366518
-10,254099497
-3,290103689
-6,232758842
-1,275367886
-1,229835471
-14,175523950
-4,226153900
3,305797815
6,372328303
2,212205906
-3,308344884
-23,212775462
16,313644602
-6,234584177
25,273048711
5,337369668
7,199399025
2,322309373
-17,175727595
-17,239154035
4,248695255
4,224486912
5,338957735
