20,403853433
51,573471127
98,482689031
78,566074241
41,373082822
62,525580554
98,728856838
59,575199922
55,536858386
52,697340693
85,638088255
36,504670740
82,532318818
85,456299333
33,374644544
57,579323883
82,625152098
57,587137480
64,587863621
38,513289028
65,336119998
34,336375657
3,190712116
36,466925977
20,352034713
27,420828468
19,359632851
107,534724262
40,479122646
66,513929564
44,448570557
35,474440623
23,318710144
65,416359038
32,444214978
61,579218410
85,658318157
69,442811656
52,493476710
66,502361347
79,516610182
96,426361895
46,304929438
66,458167760
39,411061757
77,456509190
42,516654660
27,463599604
9,339338020
47,461528377
19,502808420
100,539299298
38,578803140
70,585338980
40,343788554
53,406629654
56,495506532
49,378126169
56,667721117
50,491797340
43,453663851
37,515490641
67,414214248
58,388617451
61,712566845
51,500748448
49,511454806
90,398122817
52,407601952
34,437980017
18,402666732
41,506678166
49,402263015
37,475913337
31,436950330
22,495081140
70,359963574
24,356858854
32,584945416
101,451503547
58,378069896
29,365067541
40,461508110
56,427883993
22,374126919
44,449123210
65,706384710
41,424049562
59,786284930
38,532407474
36,327939387
102,556634239
88,639370527
30,384389531
25,304212195
33,283924385
99,596490813
42,442630505
48,473702524
66,437542065
