97,275993791
34,149778907
28,165372118
53,212957192
58,232627922
67,263056740
31,241948920
66,211050638
7,63612831
32,201691672
33,173772985
95,224590040
8,127575451
26,223809493
26,216491217
75,398595434
85,262496214
23,214560179
66,265182727
64,469822450
25,267184830
51,186474622
55,248342380
66,271375462
29,315576959
25,169896695
75,309942803
31,227386131
16,118208658
39,171472718
43,260700794
23,318905533
54,489329300
34,271783888
22,337811023
22,334613761
22,315363651
64,376790765
42,309575245
55,313923884
88,476007962
90,521210348
49,537442069
-1,155825660
18,371731760
40,320968751
58,356317026
95,532857086
64,354976411
10,160308664
30,260346131
6,292290272
15,219959066
14,295257215
63,384754476
88,477521494
85,364322163
7,228304161
45,261431375
18,276087490
73,346495415
38,249495019
18,231051129
32,244346021
45,355523804
20,217146736
23,82909545
53,440245701
35,275622664
21,168459871
72,371688805
44,281579771
36,251280648
28,345931949
21,244422056
87,454646497
22,128237262
68,207815687
29,137555563
34,279644588
59,606297898
88,539660573
18,132024254
32,194245319
60,258721614
15,189578975
8,269169805
73,444443466
11,213746219
25,251825025
3,215105720
24,216023382
46,295374313
20,273027195
42,370461387
51,261170358
34,313321470
13,208251592
46,352801225
20,291359468
