19,313804565
60,531034619
71,484226243
28,463782936
43,385814517
82,450756290
58,451805060
19,434774454
64,367953130
64,1100121415
40,465126530
55,969938343
78,621415256
55,769291010
97,922856533
22,359233662
38,388545276
40,305036670
77,561958924
27,324726938
27,333648019
89,379293895
55,456873288
58,393082126
124,1789821957
64,1799674279
72,405035927
92,857690101
77,1050320945
14,210529801
26,272589724
32,411958572
59,479732189
122,1398371055
97,334833186
55,222960463
22,459512981
66,1348344508
109,956844757
20,126645927
72,858543911
46,406725842
4,321746117
30,727788728
80,1080623368
20,180250292
60,318027186
33,263615199
4,61773317
47,5959794213
45,223421445
34,337157729
52,1137378791
5,233908931
51,641218148
80,965424687
48,176401519
42,235097083
52,281728268
34,525664260
87,2341325190
7,272572592
22,374241222
49,748587885
25,825682301
84,212681608
67,374074449
78,678247427
51,397435521
61,408155674
67,1152601163
8,266363779
67,967761540
56,1909790713
45,433604803
48,598192900
75,768221511
3,90038894
32,227699128
37,220784270
53,403517239
77,568010055
36,245671200
59,227355223
11,179403432
83,674727561
65,1270927252
12,178392155
49,237832273
23,257628048
65,487373314
34,252590399
62,565228445
24,318887024
26,142483077
72,713124042
33,275511905
63,323756863
33,230236059
44,319279261
