53,150437084
64,341344882
81,201366385
49,202268168
33,204372723
31,149505385
44,136177102
84,207964401
3,155643907
53,190068187
104,194986109
29,175749007
10,133839417
20,147766622
64,168472417
61,170388948
54,156528135
92,154368822
32,144747707
40,132466640
64,183244501
55,198972750
66,157091716
90,187476044
25,132853370
51,139476191
84,186443260
54,188403655
11,233479641
31,179371851
26,155406873
60,309945871
59,199737945
126,213247258
31,178636752
69,201806116
109,196331031
74,157268648
32,167026467
52,183915725
109,217115903
20,167942604
69,178879455
51,156404500
112,234370439
125,216382210
30,162990468
44,144449082
48,141159362
50,175905092
49,166421583
80,162945033
26,134841704
82,146145452
28,177776618
68,158482060
35,155169424
100,181757961
105,165759215
52,168836135
39,171053345
61,219847631
104,174812113
44,173651402
24,167753642
54,180791873
62,146016003
100,230190878
68,155150623
41,147869900
58,173008745
38,132779400
6,134662299
77,228773576
48,178158588
56,191331683
26,160015270
36,141725806
59,168929081
107,190785669
80,144484574
52,174780746
25,134083766
35,149094677
74,167725237
47,145878947
58,183118400
6,181548886
30,188441860
56,147182932
39,148732808
41,165584900
20,151821864
99,212418317
24,156854104
75,154404482
25,133278836
29,136599219
35,140951613
48,166135881
